business_id,name,address,postal_code,latitude,longitude,Restaurant_Name,Location_Name,Address,Zip,inspection_latitude,inspection_longitude,Inspection_Date,review_id,user_id,stars,useful,funny,cool,text,date
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,99mEX3zte95cXlHzIOlYLQ,CmiI7X2CyvJJkB0K8XR0IA,5,0,0,0,"Ate the takoyaki sampler with mentaiko mayo, nori shio (seaweed and salt) spicy, and original. Super yummy I think my all time favorite was the spicy it has small cubes of jalapeños on top of some spicy mayo. I also ordered the grilled squid and of course they're karage (chicken). Really yummy for soft opening I believe they are coming out pretty strong. I believe there is always room for improvement I know making takoyaki isn't easy but that's what soft openings are for right? To get to perfection! I would defiantly recommend this place it's super close to Japanese street food for a restaurant in America! I'm super glad that when I'm missing these flavors there's a place I can go in and grab some good takoyaki not the frozen stuff",2018-09-28 03:44:48
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,ZQDmBu-1j2ssx6Vc-VO7DQ,-JUtdgGXbCQDvnPzDLCLhg,5,0,0,1,This place is awesome !!! Food was great my favorite dish is yakisoba and ramen this place is bomb!!!! My new spot now,2018-10-02 15:14:28
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,AYsZuXMKrJBAOIJEkKZtEw,MNvdngM8trJ7f6efeWIZbQ,4,0,0,0,"Tried this place on their soft opening. I like the food, but kinda long wait for our order.
A must try place to people who love takoyaki!
Also tried their ramen, not really great. So just stick to takoyaki and other their japanese street food. Almost forgot about their tornado potato.. i love it !",2018-10-01 22:26:24
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,ohO1d-bQjail7eBq5KXCCw,BCLjo6Dzp5_e3ioliO7zcg,5,1,1,1,"Found an awesome takoyaki spot in china town. This place is super clean and friendly. The decor is kind of retro pop. The food is really good... I got the sampler, ikamaru and karage... I was not disappointed... and you can even watch them make it. I recommend this spot.",2018-09-23 23:58:41
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,k0CibwMP5sGxzYP_hcBvTw,TTj0NdGwe0G52AilfxpEZA,5,0,0,0,This place is amazing! Got invited to the soft opening and it seemed as though they have been open for a week already. Service was excellent and all of the items we tried were slammin! Korobuta sausage is delicious and yakisoba noodles are to die for!!!!,2018-09-22 05:03:50
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,OYYKswoCcFyekbvm8_WPeg,oqTZC9WriodTCby6jl0LfQ,3,4,0,1,"My friends and I came to Takopa on their second day of soft opening. We were a bit lucky and snagged seats at the bar area. While sitting at the bar, you're able to see everything that the kitchen is doing. So if you're ever curious on whether or not they spit on your food....you won't have to be curious anymore!

We decided to share an order of their mentaiko takoyaki, original yakisoba, and an okonomiyaki. 

For their takoyaki, all of them are the same. The only difference is the sauce or topping they put on them. As we were sitting at the bar, we got to see how the takoyaki was made. The person making it probably was not used to it at all -- he was making them way too slow. Once he was done, he put all of them to the side grill while making more. Except a lot of them became quite deflated. 

Taste wise, it was decent with the sauce. But they did not serve the takoyaki fresh. Ours were sitting there for quite some time before they served it to us. I think he also cooked it too long that the octopus shrank too much. I can't say I was too impressed with this.

The yakisoba was pretty decent. The noodles were a really good texture. However, I think their sauce isn't quite as traditional? Their yakisoba sauce is missing something as it tastes different than what I'm used to.

Their okonomiyaki is thick and rectangular shaped versus the traditional circular shape. The flavor is pretty decent but I think they kind of overcooked this. They top it off with the same yakisoba sauce but they didn't put much sauce on it. Would have been better with more sauce so you could have a little bit of sauce on every bite. I think they did take our suggestion to heart and now there's more sauce!

Overall, pretty decent. Really fair pricing. However, it takes a while to get your food. And that just translates to ... if there's a wait, you'll be waiting for a while. I'd be willing to return if they could get the process of making takoyaki down :)",2018-10-03 04:09:41
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,3LZ5SUOBC11JTj5qT3PGSw,2-01LlVLrCujcL1kT2Xchw,3,0,0,0,This is a nice little joint staff is friendly and helpful.  As for the food I got the takoyaki sampler it had 4 pieces with different flavors not great I had better at other places.  The tuna belly skewer is blah don't get it not worth it.  The tako wasabi is good but really small portion.  And the last item I got was Japanese pancake very tasty I would recommend trying this. Overall the price isn't too bad just not a huge selection.,2018-11-05 06:02:06
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,o0JyyWZ8wzRIlw3mjLjY3w,JGoSg7LhdFMXwZZjRPkqPA,4,0,0,0,"Prices are great, nice layout great of the place, open window style to the kitchen, incredibly nice staff. Not bad, especially for a newer spot. Forewarning to those not well versed in cultural stuff, it's all street foods/sides style.",2018-10-10 03:31:53
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,B1dJ1nZiuIAOI7Soq_Skow,T0HgSIxF3mpfhhN1q2WV7Q,4,1,0,1,"I like this place! We ordered the original takoyaki, 4 piece sampler, Japanese pancake, kimchi, and potato swirl. The takoyaki and the pancake were perfect! Nothing was overcooked and the veggies and seafood ratio was on point. I think my fave was the original, it is just a classic. One important point is to be careful of the inside of the takoyaki, it is super hot. 

I did not like the potato swirl. I am pretty sure it is supposed to be crunchy, but it was crunchy on the edges and soggy in the middle. I'd like it to be consistent in texture. The garlic flavor was good though!

Another problem was that we had to remind the waitress twice to get our kimchi. I was about to remind her a third time, but we made eye contact and she went immediately back into the kitchen to get the kimchi.

Overall, the food is good, but I guess they are still working out some minor details to get it just right!",2018-10-20 07:44:24
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",89102,36.1253808,-115.1959803,TAKOPA,TAKOPA,4215 W SPRING MOUNTAIN A,89102,36.125,-115.196,2019-10-03T00:00:00.000Z,GanO5sljMiz5bQDWe0be3Q,Ksp1e9Dw0Jcog_ZBD3-45g,3,6,2,3,"-This is a soft opening review-

Soft openings are designed to practice and test out everything, therefore, this review is purely for soft opening period only

This is a new sister restaurant of Izakaya Go's, in main Chinatown, that serves Japanese street foods. Takopa is located in the middle, to the left of Mother's Korean BBQ, where it used to be an Asian DVD/CD store.

The size of Takopa is fairly decent, with an open style kitchen with large windows and 'bar seating"" so you can see everything being made. 

The menu is fairly simple. 4 takoyaki's, 3 yakisoba's, okonomiyaki, ramen, a small list of finger foods, and desserts. 

I came here with a few friends and we had the choice of sitting at the foldable white table in front of the restaurant or at the bar. There was an open 6-person table but it was said to be reserved (later saw a party of like 10-12 bringing cases of alcohol for a celebration). 

We had sat at the bar on the far right with views of the entire kitchen, mainly the takoyaki maker and the flat top for okonomiyaki/yakisoba. 

The takoyaki base is all the same. With octopus, green onion, and red ginger but 4 different ""styles"" varying in toppings and sauces. Since that was the case, we had opt'ed for the ""Mentaiko"" takoyaki to try. We were watching the takoyaki's being made. The chef working the takoyaki station was super slow. I even saw him lower the heat to match the speed of how he prepared the takoyaki. After pouring the very thin batter into the maker, he adds the red ginger, green onions, 1 piece of octopus, some sort of brown powder, and some sort of white powder to the maker, before he starts to flip everything with chopsticks. Due to the lowered heat, the outside of the takoyaki doesn't get enough color or ""crust"" if you can call it that. In my mind, a takoyaki should have a nice brown outside, while the inside is piping hot, nice and creamy. 

The restaurant was ""busy"" but not completely packed. After one batch was ""made"", it was put off to the other side to wait for orders while a new batch is made. The new batch was done but for some reason, we were given the ""older"" batch, while we saw he also picked from the newer batch for another order. All takoyaki received, were quite deflated and not piping hot. Typically, fresh made takoyaki, you can not put it in your mouth without breathing fire. I threw the entire thing in my mouth and was fine. As mentioned before, the base for the takoyaki is same throughout the 4 styles. ""Mentaiko"" has a thin drizzle of the mentaiko mayo and a small pile of shredded seaweed. The flavor of the takoyaki itself seemed nice. Hope after this soft opening period, the maker will be much faster and using a higher heat to make the takoyaki's nice and brown, and not deflated. Just watching him make the takoyaki was depressing enough. 

""Okonomiyaki (Japanese Pan Cake) - pork, shrimp, squid, cabbage, green onion, red ginger, dried bonito, seaweed powder, egg, homemade sauce and mayo w/ additional toppings (at extra cost) of cheese, jalapeno, kimchi, shredded seaweed, mentai mayo, or ontama. 

This is one thing i haven't had in ages and was excited to try again. Seeing so many japan video's by many various bloggers, i've been wanting to have okonomiyaki for a while. Loaded with a mountain of cabbage mixed with pork, shrimp, squid and red ginger again. Awkwardly they make it a rectangular shape and not a traditional round shape, stating it was easier for the chef to prepare this way. It takes an unbelievably long time, probably due to the thickness, to make an order. The egg they put in the beginning is way overcooked. 

My friend and I were discussing how this could be improved. We do believe more sauce is needed. Especially on how thick the okonomiyaki is. We observed the kitchen staff to brush on the brown sauce while drizzling a thin string of the white. Personally, we believe more of both would be beneficial. Typically im not a sauce guy, but in this case, it may be better? Or maybe offer some on the side for people to put more if wanted. Flattening it out a bit and probably covering each one would help the cook times, and maybe cook the egg separately to put on top? 

""Original Yakisoba"" w/ pork or chicken, cabbage, onion, green onion, red ginger, dried bonito, seaweed powder (option for a sunny side egg for additional cost). 

Last but not least, the yakisoba. Noodles cooked in hot water for a specific time before throwing on the flat top to cook with the other ingredients. Later I saw the chef to use 1 ladle amount. Maybe increase by 50%-100%? Flavor is ALMOST there. Though prefer the noodles to be a little less cooked as well. Overall, not bad. 

Discussed if hiroshima style okonomiyaki will be available and was told it is considered and may be implemented with future additions to menu

one major complaint though... WHY IS THERE GINGER IN EVERYTHING?! AND CAN WE OMIT IT?! (sad face) LOL",2018-09-24 16:46:53
